"","ID","label","type","Defs","Pref","label.final","label.nospace"
"5229","obo.HAO_0002167","second valviferal condyle of the first valvifer","class","The condyle that is located on the first valvifer and articulates with the first valviferal fossa of the second valvifer.","HAO","second_valviferal_condyle_of_the_first_valvifer","second_valviferal_condyle_of_the_first_valvifer"
"5230","obo.HAO_0002168","anterior angle of the first valvifer","class","The corner on the first valvifer that marks the posterior end of the first valvula.","HAO","anterior_angle_of_the_first_valvifer","anterior_angle_of_the_first_valvifer"
"5231","obo.HAO_0002169","anterior area of the second valvifer","class","The area of the second valvifer which is anterior to the anatomical line that is the shortest distance from the first valviferal fossa of the second valvifer and the ventral margin of the second valvifer.","HAO","anterior_area_of_the_second_valvifer","anterior_area_of_the_second_valvifer"
"5232","obo.HAO_0002170","posterior area of the second valvifer","class","the area of the second valvifer that is posterior to the anatomical line that is the shortest distance from the first valviferal fossa of the second valvifer to the ventral margin of the second valvifer","HAO","posterior_area_of_the_second_valvifer","posterior_area_of_the_second_valvifer"
"5233","obo.HAO_0002171","basal line of the second valvifer","class","The line on the second valvifer that extends between the pars articularis and the dorsal flange of second valvifer.","HAO","basal_line_of_the_second_valvifer","basal_line_of_the_second_valvifer"
"5234","obo.HAO_0002172","dorsal projection of the second valvifer","class","The projection that is located on the second valvifer and corresponds to the proximal end of the rachis.","HAO","dorsal_projection_of_the_second_valvifer","dorsal_projection_of_the_second_valvifer"
"5235","obo.HAO_0002173","anterior section of dorsal flange of second valvifer","class","The area of the dorsal flange of the second valvifer that is anterior to the site of origin of the basal line.","HAO","anterior_section_of_dorsal_flange_of_second_valvifer","anterior_section_of_dorsal_flange_of_second_valvifer"
"5236","obo.HAO_0002174","posterior section of dorsal flange of second valvifer","class","The area of the dorsal flange of the second valvifer that is posterior to the to the site of origin of the basal line.","HAO","posterior_section_of_dorsal_flange_of_second_valvifer","posterior_section_of_dorsal_flange_of_second_valvifer"
"5237","obo.HAO_0002176","venom gland reservoir of the second valvifer","class","The gland reservoir that is between the second valvifers.","HAO","venom_gland_reservoir_of_the_second_valvifer","venom_gland_reservoir_of_the_second_valvifer"
"5238","obo.HAO_0002177","bulb","class","The anterior area of the dorsal valve that is bulbous.","HAO","bulb","bulb"
"5239","obo.HAO_0002178","anterior notch of the dorsal valve","class","The notch that is on the anterior region of the dorsal valve and accommodates the ventral ramus of the second valvula and the first valvula.","HAO","anterior_notch_of_the_dorsal_valve","anterior_notch_of_the_dorsal_valve"
"5240","obo.HAO_0002179","distal notch of the dorsal valve","class","The notch that is distal on the dorsal valve.","HAO","distal_notch_of_the_dorsal_valve","distal_notch_of_the_dorsal_valve"
"5241","obo.HAO_0002180","distal vertical conjunctiva of the second valvifer-third valvula complex","class","The conjunctiva that traverses the second valvifer-third valvula complex and is located distal to the median bridge of the second valvifer.","HAO","distal_vertical_conjunctiva_of_the_second_valvifer-third_valvula_complex","distal_vertical_conjunctiva_of_the_second_valvifer-third_valvula_complex"
"5242","obo.HAO_0002182","anterior ridge of T9","class","The ridge that extends along the anterior margin of female T9 and receives the site of origin of the ventral and the dorsal T9-second valvifer muscles.","HAO","anterior_ridge_of_T9","anterior_ridge_of_T9"
"5243","obo.HAO_0002183","sclerite of the maxillary palp","class","The sclerite that is part of the maxillary palp.","HAO","sclerite_of_the_maxillary_palp","sclerite_of_the_maxillary_palp"
"5244","obo.HAO_0002184","muscle attachment site","class","The area of muscle attachment.","HAO","muscle_attachment_site","muscle_attachment_site"
"5245","obo.HAO_0002185","S7","class","The sternite that is connected to the first valvula via muscles.","HAO","S7","S7"
"5246","obo.HAO_0002186","T9","class","na","HAO","T9","T9"
"5247","obo.HAO_0002187","lateral T9-second valvifer muscle","class","The muscle that arises from the posteroventral parts of the female T9 and inserts on the median bridge.","HAO","lateral_T9-second_valvifer_muscle","lateral_T9-second_valvifer_muscle"
"5248","obo.HAO_0002189","first valvifer-second valvifer muscle","class","The ovipositor muscle that arises from the interarticular ridge of the first valvifer and inserts on the second valvifer.","HAO","first_valvifer-second_valvifer_muscle","first_valvifer-second_valvifer_muscle"
"5249","obo.HAO_0002191","egg canal","class","The anatomical space that is between the left and right olistheters.","HAO","egg_canal","egg_canal"
"5250","obo.HAO_0002192","medial conjunctiva of the first valvula","class","The conjunctiva that extends medially along the first valvula.","HAO","medial_conjunctiva_of_the_first_valvula","medial_conjunctiva_of_the_first_valvula"
"5251","obo.HAO_0002193","length of dorsal projection","class","The anatomical line that is parallel with the longitudinal body axis and the shortest among the anatomical line that extends between the anterior and posterior margins of the dorsal projection of the second valvifer.","HAO","length_of_dorsal_projection","length_of_dorsal_projection"
"5252","obo.HAO_0002194","first sclerite of the labial palp","class","The sclerite that is ringlike and is connected distolaterally to the prementum via conjunctiva and muscle.","HAO","first_sclerite_of_the_labial_palp","first_sclerite_of_the_labial_palp"
"5253","obo.HAO_0002195","second sclerite of the labial palp","class","The sclerite that is ringlike and is connected distally to the first sclerite of the labial palp via conjunctiva and muscle.","HAO","second_sclerite_of_the_labial_palp","second_sclerite_of_the_labial_palp"
"5254","obo.HAO_0002196","third sclerite of the labial palp","class","The sclerite that is ringlike and is connected distally to the second sclerite of the labial palp via conjunctiva and muscle.","HAO","third_sclerite_of_the_labial_palp","third_sclerite_of_the_labial_palp"
"5255","obo.HAO_0002197","ligula","class","The anatomical cluster that is composed of the glossa, paraglossae and labial palps.","HAO","ligula","ligula"
"5256","obo.HAO_0002198","basiparaglossa","class","The proximal area of the paraglossa that is adjacent to the basiparaglossal brush.","HAO","basiparaglossa","basiparaglossa"
"5257","obo.HAO_0002199","basiparaglossal brush","class","The anteroproximal area of the paraglossa that is covered with long acanthae and corresponds to the ligament connecting the hypopharyngeal button with the basiparaglossal sclerite.","HAO","basiparaglossal_brush","basiparaglossal_brush"
"5258","obo.HAO_0002200","paraglossal sclerite","class","The anteroproximal sclerite of the paraglossa that bears the basiparaglossal brush.","HAO","paraglossal_sclerite","paraglossal_sclerite"
"5259","obo.HAO_0002201","basiparaglossal sclerite","class","The sclerite that is located medially on the paraglossa and articulates with the anterior glossal plate and is continuous with the hypopharyngeal rod..","HAO","basiparaglossal_sclerite","basiparaglossal_sclerite"
"5260","obo.HAO_0002202","ventrolateral basiglossal arm","class","The projection that is located proximolaterally on the anterior glossal plate and articulates with the basiparaglossal sclerite.","HAO","ventrolateral_basiglossal_arm","ventrolateral_basiglossal_arm"
"5261","obo.HAO_0002203","median conjunctiva of the anterior glossal plate","class","The median conjunctiva of the anterior glossal plate that is parallel with the anteroposterior body axis.","HAO","median_conjunctiva_of_the_anterior_glossal_plate","median_conjunctiva_of_the_anterior_glossal_plate"
"5262","obo.HAO_0002204","glossal annulus","class","The anatomical cluster of the glossa that is composed of connected annular hairs.","HAO","glossal_annulus","glossal_annulus"
"5263","obo.HAO_0002205","annular hair","class","The spine on the distal part of ligula that is connected proximolaterally to the neighboring glossal hair by a carina.","HAO","annular_hair","annular_hair"
"5264","obo.HAO_0002206","distal glossal edge","class","The transverse edge that extends distally on the glossa.","HAO","distal_glossal_edge","distal_glossal_edge"
"5265","obo.HAO_0002207","posterior surface of the glossa","class","The area of the glossa that is between the distal margin of the prementum and the distal glossal edge.","HAO","posterior_surface_of_the_glossa","posterior_surface_of_the_glossa"
"5266","obo.HAO_0002208","anterior surface of the glossa","class","The area of the glossa that is between the distal glossal edge and the anterior glossal plate.","HAO","anterior_surface_of_the_glossa","anterior_surface_of_the_glossa"
"5267","obo.HAO_0002209","apical glossal hairs","class","The row of spines that is on the distal glossal edge.","HAO","apical_glossal_hairs","apical_glossal_hairs"
"5268","obo.HAO_0002210","apical glossal setae","class","The row of setae of the glossa that is adjacent to the distal glossal edge.","HAO","apical_glossal_setae","apical_glossal_setae"
"5269","obo.HAO_0002211","styloconic sensillum","class","The seta that is on a process.","HAO","styloconic_sensillum","styloconic_sensillum"
"5270","obo.HAO_0002212","campaniform sensillum of the glossa","class","The campaniform sensillum of the anterior surface of the glossa that is located proximal to the glossal annuli.","HAO","campaniform_sensillum_of_the_glossa","campaniform_sensillum_of_the_glossa"
"5271","obo.HAO_0002213","distal hypopharyngeal invagination","class","The invagination on the distal hypopharynx that id adjacent to the concavities of the hypopharyngeal rods.","HAO","distal_hypopharyngeal_invagination","distal_hypopharyngeal_invagination"
"5272","obo.HAO_0002214","hypopharyngeal pecten","class","The anterolateral area of the distal hypopharynx that is adjacent with the proximal part of the hypopharyngeal rod proximal to the hypopharyngeal button and is covered with acanthae.","HAO","hypopharyngeal_pecten","hypopharyngeal_pecten"
"5273","obo.HAO_0002215","anterolateral wall of the stipes","class","The area that extends between anterior margin of the median wall of the stipes and the lateral margin of the posterior wall of the stipes and the base of the mandible and the labrum.","HAO","anterolateral_wall_of_the_stipes","anterolateral_wall_of_the_stipes"
"5274","obo.HAO_0002216","marginal fringe of the stipes","class","The anatomical cluster that is composed of the spines on the distal margin of the distolateral portion of the principal carina of the stipes.","HAO","marginal_fringe_of_the_stipes","marginal_fringe_of_the_stipes"
